data,category,region,uf,volume
01/2016,Isolante Tipo B,SUDESTE,SP,27.2
01/2016,Isolante Tipo B,SUDESTE,SP,0.049
01/2016,Óleos Lubrificantes para Aviação,CENTRO OESTE,GO,0.24
01/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,4018.293
01/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,600.798
01/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,5.0
01/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,47.72
01/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,21.0
01/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,1787.959
01/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,246.879
01/2016,Ciclo Otto,NORTE,AM,35.112
01/2016,Ciclo Otto,NORDESTE,CE,107.268
01/2016,Ciclo Otto,CENTRO OESTE,GO,1.297
01/2016,Ciclo Otto,SUDESTE,MG,7444.618
01/2016,Ciclo Otto,SUDESTE,MG,3914.825
01/2016,Ciclo Otto,CENTRO OESTE,MS,107.586
01/2016,Ciclo Otto,CENTRO OESTE,MT,13.176
01/2016,Ciclo Otto,SUL,PR,935.84
01/2016,Ciclo Otto,SUDESTE,RJ,31362.829
01/2016,Ciclo Otto,SUDESTE,RJ,9102.857
01/2016,Ciclo Otto,SUL,RS,1.536
01/2016,Ciclo Otto,SUDESTE,SP,4192.685
01/2016,Ciclo Otto,SUDESTE,SP,179.665
01/2016,Ciclo Diesel,NORTE,AM,53.596
01/2016,Ciclo Diesel,NORDESTE,CE,21.928
01/2016,Ciclo Diesel,CENTRO OESTE,GO,12.21
01/2016,Ciclo Diesel,SUDESTE,MG,4720.544
01/2016,Ciclo Diesel,SUDESTE,MG,2387.331
01/2016,Ciclo Diesel,CENTRO OESTE,MS,36.999
01/2016,Ciclo Diesel,CENTRO OESTE,MT,10.46
01/2016,Ciclo Diesel,SUL,PR,106.52
01/2016,Ciclo Diesel,SUDESTE,RJ,24006.67
01/2016,Ciclo Diesel,SUDESTE,RJ,4641.009
01/2016,Ciclo Diesel,SUDESTE,SP,2.308
01/2016,Ciclo Diesel,SUDESTE,SP,1540.085
01/2016,Ciclo Diesel,SUDESTE,SP,69.861
01/2016,Motores 2 tempos,NORDESTE,CE,0.646
01/2016,Motores 2 tempos,SUDESTE,MG,39.296
01/2016,Motores 2 tempos,SUDESTE,MG,31.632
01/2016,Motores 2 tempos,SUL,PR,0.981
01/2016,Motores 2 tempos,SUDESTE,RJ,1037.34
01/2016,Motores 2 tempos,SUDESTE,RJ,64.807
01/2016,Motores 2 tempos,SUL,RS,3.116
01/2016,Motores 2 tempos,SUDESTE,SP,0.06
01/2016,Motores 2 tempos,SUDESTE,SP,75.677
01/2016,Motores 2 tempos,SUDESTE,SP,7.762
01/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AM,44.78
01/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,CE,55.908
01/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,GO,9.988
01/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,4851.553
01/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,2604.699
01/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,217.736
01/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,16359.113
01/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,2558.744
01/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,48.6
01/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,1834.591
01/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,236.108
01/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,2236.593
01/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,1042.718
01/2016,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MS,14.94
01/2016,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MT,15.104
01/2016,Outros Óleos Lubrificantes Acabados,SUL,PR,138.678
01/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,4293.307
01/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,606.09
01/2016,Outros Óleos Lubrificantes Acabados,SUL,RS,109.397
01/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,262.215
01/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,8750.732
01/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,3121.006
