data,category,region,uf,volume
07/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,PR,3260
07/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,3140374
07/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,766235
07/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,RS,358857
07/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,2870
07/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,998003
07/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,183015
07/2016,Isolante Tipo A,SUDESTE,MG,56
07/2016,Isolante Tipo A,SUDESTE,RJ,630000
07/2016,Isolante Tipo A,SUDESTE,RJ,93792
07/2016,Isolante Tipo A,SUDESTE,SP,2188
07/2016,Isolante Tipo A,SUDESTE,SP,83699
07/2016,Isolante Tipo B,SUDESTE,SP,240168
07/2016,Óleos Lubrificantes Marítimos,CENTRO OESTE,MS,984
07/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,2716650
07/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,675624
07/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,360812
07/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,143188
07/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,1260933
07/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,262508
07/2016,Ciclo Otto,NORTE,AM,58008
07/2016,Ciclo Otto,NORDESTE,BA,177445
07/2016,Ciclo Otto,SUDESTE,MG,7791947
07/2016,Ciclo Otto,SUDESTE,MG,4030344
07/2016,Ciclo Otto,CENTRO OESTE,MS,80761
07/2016,Ciclo Otto,CENTRO OESTE,MT,8400
07/2016,Ciclo Otto,SUL,PR,612698
07/2016,Ciclo Otto,SUDESTE,RJ,29442884
07/2016,Ciclo Otto,SUDESTE,RJ,7572536
07/2016,Ciclo Otto,SUL,RS,7564
07/2016,Ciclo Otto,SUDESTE,SP,19045
07/2016,Ciclo Otto,SUDESTE,SP,4474996
07/2016,Ciclo Otto,SUDESTE,SP,61862
07/2016,Ciclo Diesel,NORTE,AM,57748
07/2016,Ciclo Diesel,NORDESTE,BA,83851
07/2016,Ciclo Diesel,SUDESTE,MG,4409984
07/2016,Ciclo Diesel,SUDESTE,MG,2255516
07/2016,Ciclo Diesel,CENTRO OESTE,MS,29860
07/2016,Ciclo Diesel,CENTRO OESTE,MT,5980
07/2016,Ciclo Diesel,SUL,PR,177587
07/2016,Ciclo Diesel,SUL,PR,1900
07/2016,Ciclo Diesel,SUDESTE,RJ,28971297
07/2016,Ciclo Diesel,SUDESTE,RJ,5893650
07/2016,Ciclo Diesel,SUL,RS,20200
07/2016,Ciclo Diesel,SUDESTE,SP,156
07/2016,Ciclo Diesel,SUDESTE,SP,2238089
07/2016,Ciclo Diesel,SUDESTE,SP,525185
07/2016,Motores 2 tempos,NORTE,AM,2760
07/2016,Motores 2 tempos,NORDESTE,BA,995
07/2016,Motores 2 tempos,SUDESTE,MG,31543
07/2016,Motores 2 tempos,SUDESTE,MG,19067
07/2016,Motores 2 tempos,SUL,PR,1111
07/2016,Motores 2 tempos,SUDESTE,RJ,1337042
07/2016,Motores 2 tempos,SUDESTE,RJ,128207
07/2016,Motores 2 tempos,SUDESTE,SP,52068
07/2016,Motores 2 tempos,SUDESTE,SP,1524
07/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AM,67244
07/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,BA,109402
07/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,6472096
07/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,3426258
07/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,314302
07/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,125244
07/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,22405005
07/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,6420925
07/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,40415
07/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,8000
07/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,4186
07/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,2509741
07/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,307287
07/2016,Outros Óleos Lubrificantes Acabados,NORDESTE,BA,10721
07/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,2321385
07/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,1063939
07/2016,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MS,14080
07/2016,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MT,15076
07/2016,Outros Óleos Lubrificantes Acabados,SUL,PR,219655
07/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,7944570
07/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,2876429
07/2016,Outros Óleos Lubrificantes Acabados,SUL,RS,188983
07/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,231135
07/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,12076501
07/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,5959483
06/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,BA,21753
06/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,278369
06/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,139513
06/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,CENTRO OESTE,MS,2600
06/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,CENTRO OESTE,MT,3200
06/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,PR,420
06/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,3653481
06/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,711071
06/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,RS,373729
06/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,3485
06/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,1030978
06/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,191857
06/2016,Isolante Tipo A,SUDESTE,RJ,466000
06/2016,Isolante Tipo A,SUDESTE,RJ,71599
06/2016,Isolante Tipo A,SUDESTE,SP,42744
06/2016,Isolante Tipo A,SUDESTE,SP,25914
06/2016,Isolante Tipo B,SUDESTE,SP,139245
06/2016,Óleos Lubrificantes Marítimos,CENTRO OESTE,MS,40
06/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,3407500
06/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,575041
06/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,347092
06/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,120800
06/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,1758338
06/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,280717
06/2016,Ciclo Otto,NORTE,AM,9192
06/2016,Ciclo Otto,NORDESTE,BA,174063
06/2016,Ciclo Otto,SUDESTE,MG,6869654
06/2016,Ciclo Otto,SUDESTE,MG,3322342
06/2016,Ciclo Otto,CENTRO OESTE,MS,45140
06/2016,Ciclo Otto,CENTRO OESTE,MT,8736
06/2016,Ciclo Otto,SUL,PR,334553
06/2016,Ciclo Otto,SUDESTE,RJ,31247373
06/2016,Ciclo Otto,SUDESTE,RJ,7664396
06/2016,Ciclo Otto,SUL,RS,2728
06/2016,Ciclo Otto,SUDESTE,SP,1638
06/2016,Ciclo Otto,SUDESTE,SP,4337093
06/2016,Ciclo Otto,SUDESTE,SP,80528
06/2016,Ciclo Diesel,NORTE,AM,51848
06/2016,Ciclo Diesel,NORDESTE,BA,28127
06/2016,Ciclo Diesel,SUDESTE,MG,5439064
06/2016,Ciclo Diesel,SUDESTE,MG,2747637
06/2016,Ciclo Diesel,CENTRO OESTE,MS,27512
06/2016,Ciclo Diesel,CENTRO OESTE,MT,3920
06/2016,Ciclo Diesel,SUL,PR,127107
06/2016,Ciclo Diesel,SUDESTE,RJ,27385690
06/2016,Ciclo Diesel,SUDESTE,RJ,4290790
06/2016,Ciclo Diesel,SUL,RS,1
06/2016,Ciclo Diesel,SUDESTE,SP,7248
06/2016,Ciclo Diesel,SUDESTE,SP,2348765
06/2016,Ciclo Diesel,SUDESTE,SP,388056
06/2016,Motores 2 tempos,NORDESTE,BA,835
06/2016,Motores 2 tempos,SUDESTE,MG,12550
06/2016,Motores 2 tempos,SUDESTE,MG,7162
06/2016,Motores 2 tempos,SUL,PR,19874
06/2016,Motores 2 tempos,SUDESTE,RJ,1203953
06/2016,Motores 2 tempos,SUDESTE,RJ,98973
06/2016,Motores 2 tempos,SUDESTE,SP,55138
06/2016,Motores 2 tempos,SUDESTE,SP,972
06/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AM,65392
06/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,BA,67981
06/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,5665698
06/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,2906095
06/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,398090
06/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,21909939
06/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,3222290
06/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,50397
06/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,1000
06/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,2627103
06/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,368632
06/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,2748303
06/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,1231305
06/2016,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MS,33320
06/2016,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MT,11020
06/2016,Outros Óleos Lubrificantes Acabados,SUL,PR,249776
06/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,6372061
06/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,597494
06/2016,Outros Óleos Lubrificantes Acabados,SUL,RS,196789
06/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,189385
06/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,11174979
06/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,5988348
05/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORTE,AM,17500
05/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,BA,55388
05/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,189836
05/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,100141
05/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,CENTRO OESTE,MS,7800
05/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,PR,945
05/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,3493237
05/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,701039
05/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,RS,279788
05/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,2050
05/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,888028
05/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,175599
05/2016,Isolante Tipo A,SUDESTE,RJ,185000
05/2016,Isolante Tipo A,SUDESTE,RJ,21167
05/2016,Isolante Tipo A,SUDESTE,SP,9880
05/2016,Isolante Tipo A,SUDESTE,SP,51758
05/2016,Isolante Tipo B,SUDESTE,SP,43921
05/2016,Isolante Tipo B,SUDESTE,SP,168446
05/2016,Óleos Lubrificantes Marítimos,CENTRO OESTE,MS,1032
05/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,2758916
05/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,591618
05/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,380622
05/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,123000
05/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,1608275
05/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,265753
05/2016,Ciclo Otto,NORTE,AM,28080
05/2016,Ciclo Otto,NORDESTE,BA,201936
05/2016,Ciclo Otto,SUDESTE,MG,6801542
05/2016,Ciclo Otto,SUDESTE,MG,3515320
05/2016,Ciclo Otto,CENTRO OESTE,MS,117209
05/2016,Ciclo Otto,CENTRO OESTE,MT,10896
05/2016,Ciclo Otto,SUL,PR,313641
05/2016,Ciclo Otto,SUL,PR,189684
05/2016,Ciclo Otto,SUDESTE,RJ,26268354
05/2016,Ciclo Otto,SUDESTE,RJ,7576897
05/2016,Ciclo Otto,SUL,RS,6824
05/2016,Ciclo Otto,SUDESTE,SP,3420
05/2016,Ciclo Otto,SUDESTE,SP,3976570
05/2016,Ciclo Otto,SUDESTE,SP,315897
05/2016,Ciclo Diesel,NORTE,AM,35064
05/2016,Ciclo Diesel,NORDESTE,BA,90724
05/2016,Ciclo Diesel,SUDESTE,MG,5314279
05/2016,Ciclo Diesel,SUDESTE,MG,2872682
05/2016,Ciclo Diesel,CENTRO OESTE,MS,33912
05/2016,Ciclo Diesel,CENTRO OESTE,MT,11040
05/2016,Ciclo Diesel,SUL,PR,130322
05/2016,Ciclo Diesel,SUDESTE,RJ,26438579
05/2016,Ciclo Diesel,SUDESTE,RJ,4127529
05/2016,Ciclo Diesel,SUL,RS,7940
05/2016,Ciclo Diesel,SUDESTE,SP,18639
05/2016,Ciclo Diesel,SUDESTE,SP,1807652
05/2016,Ciclo Diesel,SUDESTE,SP,134369
05/2016,Motores 2 tempos,NORDESTE,BA,594
05/2016,Motores 2 tempos,SUDESTE,MG,15324
05/2016,Motores 2 tempos,SUDESTE,MG,15324
05/2016,Motores 2 tempos,CENTRO OESTE,MS,1032
05/2016,Motores 2 tempos,CENTRO OESTE,MT,1060
05/2016,Motores 2 tempos,SUL,PR,15987
05/2016,Motores 2 tempos,SUDESTE,RJ,1157254
05/2016,Motores 2 tempos,SUDESTE,RJ,53285
05/2016,Motores 2 tempos,SUL,RS,1220
05/2016,Motores 2 tempos,SUDESTE,SP,51018
05/2016,Motores 2 tempos,SUDESTE,SP,972
05/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AM,24984
05/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,BA,171316
05/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,7326440
05/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,3809858
05/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,520841
05/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,23755454
05/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,2988950
05/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,52376
05/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,3705
05/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,2547225
05/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,395330
05/2016,Outros Óleos Lubrificantes Acabados,NORDESTE,BA,13108
05/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,2966202
05/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,1411256
05/2016,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MS,14000
05/2016,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MT,20984
05/2016,Outros Óleos Lubrificantes Acabados,SUL,PR,124392
05/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,5319126
05/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,466939
05/2016,Outros Óleos Lubrificantes Acabados,SUL,RS,137983
05/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,175920
05/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,10129186
05/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,4906101
04/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,BA,69208
04/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,150884
04/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,68389
04/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,CENTRO OESTE,MS,1800
04/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,PR,2772
04/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,3887041
04/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,740969
04/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,RS,189421
04/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,5535
04/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,976347
04/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,191291
04/2016,Isolante Tipo A,SUDESTE,MG,35800
04/2016,Isolante Tipo A,SUDESTE,MG,24000
04/2016,Isolante Tipo A,SUDESTE,RJ,920000
04/2016,Isolante Tipo A,SUDESTE,RJ,46160
04/2016,Isolante Tipo A,SUDESTE,SP,14800
04/2016,Isolante Tipo A,SUDESTE,SP,31978
04/2016,Isolante Tipo B,SUDESTE,SP,10080
04/2016,Isolante Tipo B,SUDESTE,SP,13360
04/2016,Óleos Lubrificantes Marítimos,CENTRO OESTE,MS,1940
04/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,2581854
04/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,505695
04/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,219600
04/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,76000
04/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,1413362
04/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,160396
04/2016,Ciclo Otto,NORTE,AM,25537
04/2016,Ciclo Otto,NORDESTE,BA,285716
04/2016,Ciclo Otto,SUDESTE,MG,8789132
04/2016,Ciclo Otto,SUDESTE,MG,4415822
04/2016,Ciclo Otto,CENTRO OESTE,MS,56921
04/2016,Ciclo Otto,CENTRO OESTE,MT,9888
04/2016,Ciclo Otto,SUL,PR,278135
04/2016,Ciclo Otto,SUDESTE,RJ,29021764
04/2016,Ciclo Otto,SUDESTE,RJ,7587009
04/2016,Ciclo Otto,SUDESTE,SP,19528
04/2016,Ciclo Otto,SUDESTE,SP,4279715
04/2016,Ciclo Otto,SUDESTE,SP,530340
04/2016,Ciclo Diesel,NORTE,AM,36000
04/2016,Ciclo Diesel,NORDESTE,BA,94208
04/2016,Ciclo Diesel,SUDESTE,MG,4901846
04/2016,Ciclo Diesel,SUDESTE,MG,2522249
04/2016,Ciclo Diesel,CENTRO OESTE,MS,16997
04/2016,Ciclo Diesel,CENTRO OESTE,MT,5000
04/2016,Ciclo Diesel,SUL,PR,120979
04/2016,Ciclo Diesel,SUDESTE,RJ,28262323
04/2016,Ciclo Diesel,SUDESTE,RJ,3786561
04/2016,Ciclo Diesel,SUL,RS,416
04/2016,Ciclo Diesel,SUDESTE,SP,30832
04/2016,Ciclo Diesel,SUDESTE,SP,2175143
04/2016,Ciclo Diesel,SUDESTE,SP,109608
04/2016,Motores 2 tempos,NORDESTE,BA,273
04/2016,Motores 2 tempos,SUDESTE,MG,13008
04/2016,Motores 2 tempos,SUDESTE,MG,6336
04/2016,Motores 2 tempos,CENTRO OESTE,MS,2040
04/2016,Motores 2 tempos,SUL,PR,10777
04/2016,Motores 2 tempos,SUDESTE,RJ,1169157
04/2016,Motores 2 tempos,SUDESTE,RJ,112572
04/2016,Motores 2 tempos,SUL,RS,1065
04/2016,Motores 2 tempos,SUDESTE,SP,50444
04/2016,Motores 2 tempos,SUDESTE,SP,1320
04/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AM,36000
04/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,BA,154772
04/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,6257218
04/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,3241386
04/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,521218
04/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,175667
04/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,21192397
04/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,4669269
04/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,62170
04/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,3216
04/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,2506538
04/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,341085
04/2016,Outros Óleos Lubrificantes Acabados,NORDESTE,BA,6084
04/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,2200094
04/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,1024621
04/2016,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MS,15304
04/2016,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MT,11020
04/2016,Outros Óleos Lubrificantes Acabados,SUL,PR,110262
04/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,5495459
04/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,651567
04/2016,Outros Óleos Lubrificantes Acabados,SUL,RS,142095
04/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,239319
04/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,8853662
04/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,3684975
03/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,BA,36799
03/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,CE,17656
03/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,255235
03/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,129207
03/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,CENTRO OESTE,MS,5020
03/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,PR,6454
03/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,3971614
03/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,777193
03/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,RS,332636
03/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,2460
03/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,1021440
03/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,187940
03/2016,Isolante Tipo A,SUDESTE,RJ,1503000
03/2016,Isolante Tipo A,SUDESTE,RJ,145211
03/2016,Isolante Tipo A,SUDESTE,SP,10960
03/2016,Isolante Tipo A,SUDESTE,SP,38811
03/2016,Isolante Tipo B,SUDESTE,SP,24134
03/2016,Isolante Tipo B,SUDESTE,SP,31878
03/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,3156139
03/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,702568
03/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,386400
03/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,136000
03/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,1710033
03/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,197755
03/2016,Ciclo Otto,NORTE,AM,36000
03/2016,Ciclo Otto,NORDESTE,BA,289765
03/2016,Ciclo Otto,NORDESTE,CE,12730
03/2016,Ciclo Otto,SUDESTE,MG,8669016
03/2016,Ciclo Otto,SUDESTE,MG,4415484
03/2016,Ciclo Otto,CENTRO OESTE,MS,70310
03/2016,Ciclo Otto,CENTRO OESTE,MT,13440
03/2016,Ciclo Otto,SUL,PR,388485
03/2016,Ciclo Otto,SUDESTE,RJ,35260272
03/2016,Ciclo Otto,SUDESTE,RJ,9239692
03/2016,Ciclo Otto,SUL,RS,6800
03/2016,Ciclo Otto,SUDESTE,SP,11284
03/2016,Ciclo Otto,SUDESTE,SP,4640585
03/2016,Ciclo Otto,SUDESTE,SP,389127
03/2016,Ciclo Diesel,NORTE,AM,44996
03/2016,Ciclo Diesel,NORDESTE,BA,71965
03/2016,Ciclo Diesel,NORDESTE,CE,12900
03/2016,Ciclo Diesel,SUDESTE,MG,5092030
03/2016,Ciclo Diesel,SUDESTE,MG,2691488
03/2016,Ciclo Diesel,CENTRO OESTE,MS,32490
03/2016,Ciclo Diesel,CENTRO OESTE,MT,12984
03/2016,Ciclo Diesel,SUL,PR,157891
03/2016,Ciclo Diesel,SUDESTE,RJ,30488714
03/2016,Ciclo Diesel,SUDESTE,RJ,4405558
03/2016,Ciclo Diesel,SUL,RS,836
03/2016,Ciclo Diesel,SUDESTE,SP,3157
03/2016,Ciclo Diesel,SUDESTE,SP,2068866
03/2016,Ciclo Diesel,SUDESTE,SP,198234
03/2016,Motores 2 tempos,NORTE,AM,612
03/2016,Motores 2 tempos,NORDESTE,BA,326
03/2016,Motores 2 tempos,NORDESTE,CE,1296
03/2016,Motores 2 tempos,SUDESTE,MG,32468
03/2016,Motores 2 tempos,SUDESTE,MG,16100
03/2016,Motores 2 tempos,CENTRO OESTE,MT,1008
03/2016,Motores 2 tempos,SUL,PR,9331
03/2016,Motores 2 tempos,SUDESTE,RJ,1321565
03/2016,Motores 2 tempos,SUDESTE,RJ,100416
03/2016,Motores 2 tempos,SUDESTE,SP,40876
03/2016,Motores 2 tempos,SUDESTE,SP,528
03/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AM,27000
03/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,BA,113133
03/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,CE,5323
03/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,6466497
03/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,3325010
